title,author_info,rating,pros,cons,helpful
Great place to launch your carrer,"Sep 26, 2016 - QA and Testing in Pune",4,- Culture and lifestyle - Opportunities - Absence of bureaucracy - Timmings,- Salary - Appraisal - No onsite - Slow promotion - Almost deaf management,Be the first to find this review helpful
Best Place to Work,"Sep 24, 2016 - Anonymous Employee in Toronto, ON",5,"- Amazing culture an even better people. The studio is growing fast but still has a ""family"" feel. - Company cares about people and has your best interest in mind. - Lots of growth and learning opportunities for those who want/work for it. - Lots of great perks; bootcamp, massages, meditation, yoga, fun parties and events.","There really aren't many cons about Ubisoft Toronto. In comparison to other organizations within and outside of the industry, its honestly the best. I'd recommend working here to anyone.",Be the first to find this review helpful
Review,"Oct 6, 2016 - Anonymous Employee",3,Great working environment Friendly atmosphere Talented people,Poor salary Appraisals are mostly not so good,Be the first to find this review helpful
"low salary, too many pepole, too political","Oct 2, 2016 - Audio Designer in Montreal, QC",3,great advantages health care lot of project that you can work on,"politics, politics, politics and politics salary too low comparig to the other company",1 person found this review helpful
animator,"Oct 5, 2016 - Anonymous Employee",3,one of the best gaming companies in this decade. Ubisoft keeps coming up with more and more games every year.,pay check isn't good .,Be the first to find this review helpful
Best workplace in Quebec City,"Sep 16, 2016 - Anonymous Employee in Quebec, QC",5,Great team Respectful management team Amazing conditions Multiple challenges Contribute to worldwide AAA games Brand new offices In the heart of an amazing neighborhood,10 000+ employees worldwide No control on the project you're assigned,Be the first to find this review helpful
bad management,"Oct 20, 2016 - Ingénieur Logiciel in Paris",1,Passionate people to work with,Very bad management; They don't care what you think.,2 people found this review helpful
salary,"Sep 15, 2016 - in Montreal, QC",5,"flexible, friendly atmosphere, dynamic work environment, low average age, lots of benefits, you can be very creative","low salary, not a very efficient performance evaluation system, not a very organized work process, long response times to administrative requests",Be the first to find this review helpful
good company for freshers,"Sep 6, 2016 - Anonymous Employee",4,"Nice environment,seniors are very friendly and nice Helping nature.No work pressure,Good for Freshers who are interested in gaming.very easy interview process.","Less salary,No bonus,No increment,No growth,Time wasting,Very poor management, Worst HR policies.No work-life balance.",3 people found this review helpful
Best Company I ever worked in,"Sep 13, 2016 - Software Test Engineer in Pune",4,"Many facilities, very nice people, good work culture.",Hike is not so good.,Be the first to find this review helpful
Great people terrible carrer,"Sep 15, 2016 - Junior Game Designer in Milan",3,-great working environment -great colleagues -great tech -working on AAA is a great way to boost ego and carreer,-too much request for overtime -people get promoted only by how many years they have been in ubisoft not their ability,6 people found this review helpful
Good company,"Sep 28, 2016 - Senior Developer in Pune",3,"Good company,freedom and management is good","Nothing found bad,good company",Be the first to find this review helpful
Amazing place,"Sep 13, 2016 - Manager",4,Flexible workplace. Good perks and benefits! Average salary. Beautiful office and environnement. Amazing project and culture of fun. Great location.,Old school management. Inneffectiveness. Difficult to progress. Weakness of pension plan. Not enough parking lot. Not enough communication about project and strategy,Be the first to find this review helpful
A programmer perspective (Reflections studio),"Sep 17, 2016 - Programmer in Newcastle, England",3,Casual Office Environment Flexible Working Hours Nice Building A company social club Job security The ability to move between their international studios,Very low wages. They're aware of this and they struggle to attract and maintain senior developers. As newcastle is seen as a cheap place internationally they drop everybody's wages compared to people doing the same job in another studio. The creative direction of more than 90% of their games is controlled by a few people in france and this results in a lot of games being generic boring open world experiences. In fact many developers including myself won't play the modern ubisoft games being released. Reflections is seen as an outsourcing studio within ubisoft to implement vehicles which can grow tiresome. Bad management and bloated development teams can result in successful and popular releases still being considered a financial failure resulting in no bonuses. Career Progression is extremely slow compared to other companies.There is also a glass ceiling for none-french employees in the company.,5 people found this review helpful
Walk the Walk,"Sep 15, 2016 - Anonymous Employee in Newcastle upon Tyne, England",2,"Flexible hours, good benefits, out of office trips and events paid for by the studio. HR help whenever they can, they're approachable and easy to talk to. Good studio location near the metro (we've recently moved). Good job security which comes with working for a big company.","Most of the people at the top making the big decisions are only really good at regurgitating marketing spiel and have no applicable or useful development knowledge. There are A LOT of giant egos in this studio. The salary is bad. Seems the only way to get promoted without waiting an age is to leave, come back then ask for more. There's no real reward for people who have stayed.",9 people found this review helpful
"IT development, online for production services","Sep 26, 2016 - Technical Lead in Montreal, QC",3,- Open to initiatives. - Upper management understands companies weaknesses and is trying to improve. - Very creative workplace.,"- Very hierarchical authority model outside of production. - Very dynamic business, priorities change all the time. - Budget is in production, peripheral teams are starved. - All areas not directly in-game suffer (online services, customer support, etc) - When middle management is not strong the team suffers because of company dynamics. - Work/Life balance not that great. (even with no overtime)",Be the first to find this review helpful
QC Testing AAA,"Sep 8, 2016 - Game Tester in Bucharest, Bucuresti",4,Paychkeck always on time Cosy atmosphere Nice people Great working conditions,Contract based pay for a long period of time before becoming full time Lacking training for those who want to harvest industry skills Promotions are based on friendship pretty often,Be the first to find this review helpful
Good company,"Sep 19, 2016 - Senior Tester in Pune",3,Best environment Lots of opportunities Best learning exp.,Less salary Less compensation compared to exp.,Be the first to find this review helpful
Happy,"Aug 31, 2016 - Technical Artist in Montreal, QC",5,"Good benefits, management cares about employees, lots of experience to be gained.","Climbing the ranks is highly political, pay is below industry average.",1 person found this review helpful
Stable company,"Aug 23, 2016 - Senior Software Engineer in Malmö, Skåne",4,Perfect game development company if you are searching for stability.,Not a place do develop yourself professionally -- company is not interested in genius. Stable predictable workers it needs. Not a place to build a career. Level up is more like a dice role.,3 people found this review helpful
🖐READ BEFORE YOU JOIN (this place destroyed my career in Gaming industry),"Sep 27, 2016 - Junior Game Tester in Pune",1,there are none but you do get a cheap Rs. 5 chocolate every week and a Rs 120 movie ticket every 3 months. if that attracts you more then the cons this company I don't known what to say to you.,"there are many. # no growth # no employee development programs # very less pay less than $200 a month # bullying/politics by management # backstabber friends # people pulling each other's leg to get ahead # unskillful management. almost none of them have a management degree they know you have a passion for games and they will exploit you for that. Beware! here is the story ""I was in QA, working full time for somewhere around $170 a month or so. once I was told to play on two devices at the same time and find bugs and it was also not a request, they even bring that point out in performance review. working overtime without pay is like a compulsion bc if you won't do it they will bring that point out in performance review and you'd not be given any increments/promotion. also the salary increments are like 2% and 3% or maybe you will just get fired. the salary they give is quite low compare to other companies so what they do it keep employees on contracts to not to show it in the records. one of my co-worker was given an IMPOSSIBLE task to test a game in couple of days for FINAL submission (for the final launch) and bc it was an android game he was supposed to check the game on ALL the different kind of android phones (basically it requires a team to do it). obviously there were bugs in the game and he was later trashed by the management. Ubisoft knows gamers/developers come to join them bc of their passion for games and they just exploit them.﻿""",12 people found this review helpful
A great place to have piece of mind,"Aug 26, 2016 - Marketing Artist in Bucharest, Bucuresti",4,stable place to work learn a lot of things lots of geeks :D people who work with passion,"after a few years spent here, you don't learn anything new a lot of bureaucracy hard to change position salaries not so great from a certain point",Be the first to find this review helpful
"Good people, bad management, uncertain future","Sep 15, 2016 - Developer in Singapore",1,"- Nice people. Most ppl have good attitude to work with. - Biggest game company in Singapore. - Good work and life balance, flexible hours. - High quality standard, always industry benchmark AAA titles. - Project has strong marketing and brand IP.","- Future is uncertain, project constantly change direction. - Management is not transparent, one hand claims everything is awesome, another hand is downsize the team. - Political, whoever talks the most or loudest gets to be heard. If you speak French you will got bonus influence. - Low pay, downgrade rank title, no career path. If you are French pay is much higher. - High turnover (both local and expat colleagues have high turn over rate). - The satellite studio Philippines and Chengdu studios making the Singapore most costly one. Production work has slowly shifted and leaving the employees with uncertain future in Singapore.",20 people found this review helpful
HR,"Aug 23, 2016 - Anonymous Employee",5,Stable as big companies and flexible as small companies; tolerant; co-operative,"Conservative, salary is not competitive",Be the first to find this review helpful
Senior software programmer,"Aug 18, 2016 - Senior Generalist Programmer in Montreal, QC",4,Take care of it's employees.,Almost no raise ever. Hard structure. Almost impossible to go up in salary levels.,Be the first to find this review helpful
Analyst @ HQ,"Aug 16, 2016 - Data Analyst in Montreuil, Ile-de-France",4,->Work life balance ->Super friendly work atmosphere ->Interesting projects ->Possibility to propose new ideas and projects,->Salary is usually under the market value,Be the first to find this review helpful
Political nightmare,"Sep 2, 2016 - in Toronto, ON",1,Multi national company Solid portfolio of games that are selling pretty well Decent benefits and vacation allowance. Unlimited sick days is unique from what I've seen in the city.,"The culture is cliquey - if you're not part of the 'in crowd', your days are not numbered, but you're unlikely to be considered for any kind of promotion. If you're part of the crowd, you'll be promoted and rewarded because you're liked. Often, they spend ages trying to fill a position and then just promote from within - not because someone proved themselves but because it's the easiest and cheapest thing to do. Salaries are low - Ubisoft claims not to be the best payers because you get the top projects in the industry - sure, you get to be a pipeline studio for another studio that actually controls the game. This means you have very little creative input and have to deal with the other studio's politics as well as your own. Definitely a party culture - this is great when you first arrive but as you grow and develop, it becomes tiresome. Ubisoft Toronto is best if you don't have a family! Montreal wants to dictate process and protocol - this is fine but when you disagree and escalate to Paris, they want you to follow what Montreal does. Being heard in Toronto is nearly impossible. Management runs on a fear basis - people are afraid to speak out. It's a highly political and toxic environment - if you try to move things forward, be creative or even propose to do anything that management didn't have in mind (yes that's a guessing game in itself) then you are screwed.",23 people found this review helpful
Lead programmer,"Aug 10, 2016 - Lead Programmer in Chengdu, Sichuan",4,"Respect people, work environment is friendly","Low salary, no freedom to develop game",1 person found this review helpful
A good place to start,"Aug 19, 2016 - Audio Designer in Malmö, Skåne",3,Friendly atmosphere and good colleges,Low salary and no opportunity to discuss it. Between the lines there is also and expectations on you to be grateful for being in the industry at all.,2 people found this review helpful
A nice place filled with gorgeous people,"Aug 22, 2016 - Video Game Tester in Bucharest, Bucuresti",3,"Fun people to talk to and learn from, job opportunities and road triiips :D",The only con would be the salary. I like to think it is somethig that should go hand in hand with both age and experience.Perfect for a summer job for a highschool teen.,Be the first to find this review helpful
Not for coders,"Aug 10, 2016 - Anonymous Employee in Newcastle upon Tyne, England",2,Nice office Lots of goodies Free fruits and coffee,"Low wages Crunch Almost no management Not a ""software"" company: no ex-coders in management Poor managment",5 people found this review helpful
"After 13 years, I got fired without getting a reason","Aug 30, 2016 - in Quebec, QC",1,Nice creative places to work Awesome colleague Nice benefits,"Too much politics going on. Don't go to high in the hierarchy, it become an ejection seat No real place for creativity They don't respect their employee",10 people found this review helpful
Great Culture ok Compensation,"Jul 20, 2016 - Senior Level Artist in Toronto, ON",4,Excellent work life balance. Great team building events. Job security. Autonomy. Overall an awesome place to work.,Salaries are low compared to the industry standard and company's ability to pay. Perks are bare minimum. No studio coffee. Direction is a little too loose and chaotic overall. Could use a little more oversight from management (can't believe I'm saying that).,4 people found this review helpful
Worst company to work for,"Aug 30, 2016 - Junior Tester in Pune",1,Well nothing goes in Pros to be very frank but one thing if i had to say will be the chilled out environment and all day gaming work.,Worst management. Worst leads and managers. Lowest industry salary.,5 people found this review helpful
Fantastic Environment for Creatives!,"Jul 19, 2016 - in Singapore",5,"Great studio culture, energy & positivity So many talented people you can learn from Largest & most well-known game development studio in Singapore Ideas are welcome and appreciated Great work-life balance, flexible hours Opportunities to work on AAA projects that are significant in the industry Many opportunities for learning as long as you're keen! People always remember to have fun Awesome studio parties! Relatively flat hierarchy, friendly managers & bosses","More parties! Also, more allowance for recreation & skill development would be perfect, especially for creatives.",2 people found this review helpful
Designer,"Aug 5, 2016 - in Bucharest, Bucuresti",3,- Interesting projects - A good place to start a career,- Management is lacking - A lot of overtime that sometimes not paid,1 person found this review helpful
Current Employee,"Aug 22, 2016 -",1,Good location and flexible hours,"Management and directors quite disconnect with employees. Claim transparency, is anything but. Questionable decision-making process.",2 people found this review helpful
System Admin,"Jul 17, 2016 - Systems Administrator in Shanghai, Shanghai",4,"Focus on technology-unlike normal admin job, it focuses more deeply on certain technology area Friendly work environment-team and managers are very nice and willing to share and collaborate Freedom for growth-you can develop your skills toward the direction you have interest",Complex org structure- as the IT team is global organization. The report structure is a bit complex with differently lines and directions. It's not easy to collaborate with team in different time zone.,Be the first to find this review helpful
Senior Programmer,"Jul 13, 2016 - Anonymous Employee",5,"Very nice office space, great people, a lot of freedom in resolving tasks. Very good organisation of the project. Working eight hours per day.",There truly are no real cons. I could only think of some small things that could be improved but that is way to silly to mention here.,Be the first to find this review helpful
"Great for juniors and Leads, not so much for intermediate level","Jul 23, 2016 - Level Designer in Montreal, QC",3,- Safe position - Work on top tier projects - Option to work at studios in other locations - Good tech and tools - Overtime is not forced nor required,"- Teams are wildly different, your experience will vary per franchise - Climbing the ranks will involve an unhealthy amount of politics - Bonuses are very much tied to social status",2 people found this review helpful
"Great benefits, fun, talented people, bad middle-managers & too much politics","Jul 18, 2016 - Anonymous Employee",3,"Very good perks, including a private clinic, generous RRSP contribution, health insurance contribution, bonuses, etc. Working with interesting technology and a lot of means to attain ambitious goals. Working with many talented and passionate people in a very casual work environment.","Many mid-level managers (team leads, associate producers and producers) are not really management material and/or are badly trained in leading and helping people. Many big egos and political games instead of focusing on coaching and helping teams and focusing on the results and the customers. Too much secrecy concerning project advancements.",2 people found this review helpful
"Could be better, but could also be much worse.","Jun 30, 2016 - in Montreal, QC",4,"- A majority of passionate, creative, talented and friendly people to work with. - There are many opportunities to make a difference. - There has been very few layoffs, even during bad years. Job stability is way above average for the industry. - Work/life balance is above average as well. Crunch time obviously still happens but has gotten a lot better over the years.","- You are likely to switch teams/projects fairly often according to needs. As a result it will be harder to form lasting bonds with your colleagues. - A lot could change in the company culture if Vivendi takes over. - Projects tend to have way more people than is really needed, creates a lot of overhead as a result.",Be the first to find this review helpful
Build Engineer,"Jun 25, 2016 - Build Engineer in Pune",4,"Work culture, Learning opportunity , opportunity to travel across the glob .","less salary, extended working hour",1 person found this review helpful
Game Programmer,"Jul 11, 2016 - Game Programmer in Pune",3,"good working environment, cool atmosphere, no formals, Best thing was free lunch and dinner.","low salary, office politics, less growth opportunities,",Be the first to find this review helpful
senior level,"Jun 20, 2016 - Senior in Pune",4,"global exposure,friendly place,lot of employee engagement activities, open door policies,international mobilities",top management needs to understand the country specific needs.,Be the first to find this review helpful
Really nice experience,"Jun 16, 2016 - Marketing Artist in Abu Dhabi, Abu Dhabi",4,"Very nice enviroment to work in, multicultural, exciting and creative.",Personally couldn´t get my objetives together since the company was 8.000 miles away from the place I wanted to be at.,1 person found this review helpful
Ubisoft,"Jun 14, 2016 - Software Engineer in Montreal, QC",4,- Challenging and rather exiting ( every day is kinda different) - Opportunity to work with smart people who are generally easy to get along with,- Pay is not that great - Promotion chances are low - lack of leadership in some groups,1 person found this review helpful
"Great people, genuinely care about staff","Jun 12, 2016 - Anonymous Employee",5,"All of my colleagues are friendly, helpful people Large degree of freedom and autonomy Staff genuinely care for the quality of the product Good HR practices, tireless efforts to do things right",Salary is low Some dated workflows (software/best practices) Tight deadlines contradict efforts to deliver best quality,1 person found this review helpful
Used to be a good studio,"Jul 17, 2016 - Senior Level Designer in Singapore",1,- Nice people - Biggest v.game company in Singapore,- Future is uncertain - Management is not transparent - Political - Whoever talks the most or loudest gets to be heard,6 people found this review helpful
Working @ UbiTO,"Jun 14, 2016 - Anonymous Employee",4,Working with awesome and dedicated people.,Can be a bit difficult to change roles internally.,Be the first to find this review helpful
Poor management at the top,"Jul 12, 2016 - 3D Artist in Singapore",1,- Strong player in the market and IP,- Low pay - No career path - Too dependent on current IPs - Strong turnover (the colleagues I started with have all but resigned) - Lots of uncertainty in the future of the studio - Some of the work are going to Philippines and Chengdu studios making the Singapore one a costly one - The company has no identity,8 people found this review helpful
Overall positive but depends of the team,"Jun 23, 2016 - Manager in Bucharest, Bucuresti",3,"This is for the production department: stable, fair, fun, good team, good people.","Bad HR, management without vision. The management let the friendship to overcome the fair treatment of team members.",1 person found this review helpful
"Sweet Ubi, you're not perfect, but you're so sweet.","Jun 9, 2016 - Level Designer in Montreal, QC",5,"High Quality of life, excellent enterprise culture.","Some might say low salary, but the stability and environnement easily make it for it. If you're more about salary and money, despite a poor working environnement, you have plenty of choices out there..",Be the first to find this review helpful
Good for freshers,"Jun 15, 2016 - Junior Game Tester in Pune",2,Good Work Environment Flexible Timing Good Senior Managment,Very poor compensation compared to other gaming companies in Pune Lot of Politics,5 people found this review helpful
Nice work environment,"May 31, 2016 - Compliance Specialist in Pune",4,Awesome work enviroment . Good wok culture,Less salary . no other drawbacks,Be the first to find this review helpful
It's been an amazing journey,"May 26, 2016 -",4,Tons of opportunities for growth Work on world-class talent Work on world-class projects,Projects in Montreal may be long for some Level of specialization required for large projects is not for everyone,Be the first to find this review helpful
Trainee game tester,"Jun 5, 2016 - in Almeirim",3,Work culture is great and allow flexible timing,Salary is too low Higher level management is poor,2 people found this review helpful
Good,"May 23, 2016 - Artist",4,"Recommmended, especially for starters in the industry.","Salaries could be higher, would be nice to have more innovative products.",Be the first to find this review helpful
Senior QA,"May 20, 2016 - Anonymous Employee in Pune",4,Work environment is very friendly.,Salary is less as per industry standards.,Be the first to find this review helpful
Good projects - bad atmosphere,"May 25, 2016 -",2,Interesting projects. Tons of new things to learn.,"Bureaucracy. Atmosphere. Depending on where you are placed, the location can be VERY loud and very un-comfortable. Team work is sometimes very un-efficient. Employees seem to care about their own work only, with disregard on how it impacts other's people work. If you are not part of the ""inner circle/culture"" you will have hard time fitting in.",5 people found this review helpful
Nice company to work with,"May 3, 2016 - Maharashtra in Pune",4,"Nice culture, no work load, cool environment.","Less salary, a bit of politics.",Be the first to find this review helpful
Good for freshers,"May 10, 2016 -",2,Nice atmosphere good work culture games awesome colleagues,salary is really really low cant survive on it Team leads (Most not all) are indifferent to your growth,3 people found this review helpful
Good culture but compensation should be better,"Apr 21, 2016 -",4,-Nice people. -Good challenges. -Free Gym. -Free Games.,-compensation is low comparing to other tech firms,Be the first to find this review helpful
Stable job,"Apr 13, 2016 - Platform Specialist in Bucharest, Bucuresti",4,"Stable job, nice people, lots of opportunities to learn and grow.","Dusty, the building used to be a parking lot. Air cooling solutions are not enough for the amounts of workers. Poor salaries .",Be the first to find this review helpful
Great place to work!,"Apr 12, 2016 -",5,"Great co-workers, great project, never a dull moment",The job-promotion policy is rather strict given such a dynamic industry,Be the first to find this review helpful
Development Tester in Montreal,"Apr 13, 2016 - Development Tester in Montreal, QC",3,Plenty of work. A nice way to get yourself into the industry. You work on great games with a lot of friendly people. Good benefits. Nice parties,"-Low salary -Very low chances of being promoted -People who do get promoted, dont get it because of talent but because of contacts -QC lead will treat you like a child -QC leads are not good leaders and are only there because of seniority",3 people found this review helpful
Good place to work,"Apr 4, 2016 - in Bucharest, Bucuresti",4,Good cozy feel. Nice place to work,Really small salary raises. Have to be French to archive something,Be the first to find this review helpful
Some good ideas but need better execution.,"Apr 4, 2016 - Artist in Toronto, ON",3,"Its a company that treats its employees quite well. One of the Top 100 in Canada, on paper anyways. Great benefits, good video game brands to work on. Full time.","Pay is below average, well below. Don't expect to negotiate more pay even if you are a senior. But this tends to weed out jerks which benefits the entire studio. Losing most talented people to better paying companies because in the end money does matter, especially if you are under paying people. They create titles and positions that aren't industry standard so they can pay you what they want. Little to no career movement.",6 people found this review helpful
Dev QA,"Apr 12, 2016 - Development Tester in Montreal, QC",2,"The parties were fun, the OT food was ok, the free beer during OT was fun. There were a lot of super knowledgeable people, some that were nice and open to teaching, some of the other testers were great help in learning and welcoming you to the team","Tasks were repetitive and boring. Did not feel challenged or critical to the team, only felt like I was doing a job slightly above an automaton. The OT is unpaid in production, which is why they spoil you with beer and food. Some testers, devs, and managers have an air of false superiority, and treat others like garbage. The training was formatted in a way to make the position permanent, but once the project ramped down, people were let go left and right or left on their own to find another project",3 people found this review helpful
Average experience with top level Management,"Apr 6, 2016 - Trainee Game Tester in Pune",3,1. People are so helpful in workgroup. 2. Free lunch and meal 3. Day shift timings like 8 to 5,1. They don't even mentioned any rule in offer letter about there should be test after joining. 2. Test results are important than your knowledge. 3. Communication between top level management is poor.,3 people found this review helpful
Lead game designer,"Mar 29, 2016 - Lead Game Designer in Paris",5,Free to explore new things Allowed to fail and retry Good environment Lots of opportunities Eager to be the number 1,Always the same game. Studio vision directed by HQ. Hard to do small games. Below average salary Bad at narrative content,Be the first to find this review helpful
Good studio,"Mar 23, 2016 - Anonymous Employee",4,-lot of different project -many people with great experience -nice building in a pleasant neighborhood -job security,-too many people -low salary compared to other big studio -some leads who don't want to change,1 person found this review helpful
Very Nice Company and very nice atmosphere,"Mar 19, 2016 - Web Developer in Pune",4,"- No work pressue - Very good enviornment - Very good scope for specially Game Developer, Game Tester",- Web department have less salary compare to other IT companies - All projects are inhouse projects. So its very limited scope of web technology.,Be the first to find this review helpful
"Good company, but salaries are as market average","Mar 16, 2016 - Data Analyst in Paris",4,Cool video game industry with nice people and good working conditions,Salaries are on medium level compared to the industry. They could do better. No way to build a career as you should be at company more than 10 years to grow,1 person found this review helpful
A great place to grow and create,"Mar 9, 2016 - Anonymous Employee",4,Creative work environment. Employee caring policies. International opportunities.,Painful decision processes. Not a very generous payer. Lack of focus on priorities,1 person found this review helpful
designer,"Mar 25, 2016 - Game Designer in Casablanca, Greater Casablanca",3,"good experience opportunity and salary,with very good time managing for every one, i liked it there for a while","bad project management, some lazy poeple who are not meant to work in video game field, that why i quit",Be the first to find this review helpful
character design,"Mar 17, 2016 -",3,good team. exceptional experience within a company that is constantly growing!,missing of creative ideas,Be the first to find this review helpful
good company,"Feb 23, 2016 - Gameplay Programmer in Montreuil, Ile-de-France",5,1. Work life balance. 2. Fun at work.,"low compensation, strict timing hmm",2 people found this review helpful
Better start to a Gaming career,"Mar 9, 2016 - Game Tester in Pune",3,"Very friendly atmosphere Best place for Gamers Working on AAA games right from day start (if you're lucky) You can almost play any game when your not working , you can chill during weekends as well.","SALARY , yes i think you can almost see this con as high priority in every review. (Please at least it should meet basic requirements) Meetings which are not at all productive Dividing tasks gets very repetitive (Please switch the tasks so at least they understand better features and stress different areas of the game)",2 people found this review helpful
Technical Lead,"Mar 10, 2016 - Anonymous Employee in Montreal, QC",2,Big player in the Gaming Industry - Has managed to keep developers after major games are developed which is not the norm in this industry. Gives visibility.,"Each game has their own staff. After the game is launched all key players in the game must find on their own a new project. If not you should follow internal training 'on-site'. Company lacks the maturity of more modern technology companies. Not very flexible on their management style, very old school and hierarchical. Benefits do not compared to major telecom, mobile players in IT. But they are average in the gaming industry.",2 people found this review helpful
Great place to be!,"Feb 22, 2016 - Technical Art Director in Malmö, Skåne",5,"Big company, easy to travel within the studio, to go on a ""mission"". Big game francheses to work for. Nice people to work with.",Can be a little bit politic heavy at times.,Be the first to find this review helpful
Quality Control Executive,"Mar 7, 2016 - QA Tester in Bucharest, Bucuresti",3,"Amazing and fun environment, people are great, they organise a lot of internal activities","A bit hard to advance in your career, small salary, sometimes you have to work 13h/day because of the projects (it's not compulsory though)",Be the first to find this review helpful
Great starting company.,"Mar 7, 2016 - Web/Graphic Designer in Bucharest, Bucuresti",3,"Great working place (new building), nice people, good benefits, great culture.","Middle management, salary grid, everybody is replaceable mentality, not really employee oriented. (Not valid for the other offices except Bucharest)",Be the first to find this review helpful
Great Launchpad,"Feb 1, 2016 - Game Intelligence Analyst in Montreal, QC",4,Ubi has been a great career launchpad. Good training and amazing projects. Met so many great people working there.,Ubisoft has pretty slow career progression and I believe pay was lower than market.,Be the first to find this review helpful
Concept Artist,"Feb 13, 2016 - Concept Artist in Montreuil, Ile-de-France",3,- working with high end computer graphics technology. - stability,- low pay - employees have little influence in their own upward mobility,1 person found this review helpful
Good company,"Jan 29, 2016 - Anonymous Employee",4,"Great people and teams, big focus on quality, good benefits","Salary often under market, not ideal for people that prefer working on very small teams",Be the first to find this review helpful
Developer,"Feb 7, 2016 - Maharashrtra in Montreuil, Ile-de-France",3,"Healthy and comfortable environment, Flexible working hours till 10 am","Low salary, Less growth opportunities ,Job descriptions and work culture dont match",1 person found this review helpful
PM,"Jan 24, 2016 - Anonymous Employee",5,"Nice environment, great culture, flexible working hours.",Growth won't be fast.,Be the first to find this review helpful
Great Company to work,"Jan 22, 2016 - Senior Game Tester in Pune",4,"I am working in Ubisoft for 3 years now, great learning atmosphere in the company. No dress code. No formalities as Such. being a multi studio company you get to learn a lot my interacting and working with people of other countries.",Compensation is below par and should improve.,Be the first to find this review helpful
It Project Manager,"Jan 19, 2016 - Anonymous Employee in Montreal, QC",4,- Cool job - Great people - A lot of new learning opportunities - Flexible hour - Great parties,- Not a lot of guidance and coaching - Very few opportunities to grow within the company,1 person found this review helpful
Not a bad place for young folks,"Feb 4, 2016 - Senior Game Tester in Bucharest, Bucuresti",3,"- Great atmosphere, friendly people - Opportunities inside the company if you keep an eye out for them - Payed overtime","- Low salary, not enough pay, GIVE MORE MONEY",Be the first to find this review helpful
A solid workplace with good career opportunities,"Jan 30, 2016 -",3,A lot of great minds working at the company who are happy to share their knowledge. Good effort in knowledge sharing between studios worldwide.,Too many stakeholders and management involved which leads to many compromises in the final product.,Be the first to find this review helpful
Good place to work,"Jan 15, 2016 -",4,"Fun, idea spreading, open to sharing","low salary, promotion celling,Hard work does not get noticed",Be the first to find this review helpful
review,"Jan 8, 2016 - Model Artist in Toronto, ON",4,- Talented team - Strong diversity in leadership roles,- Very focused on corporate structure - Montreal has too much control - Co Dev experience is hit or miss,1 person found this review helpful
General review,"Jan 9, 2016 -",4,- Amazing employees that will very fast become one of the main reasons to stay with the company - Great projects to work on (for those passionate about gaming) - Relaxed work place,- Salaries are rather low - Management seems chaotic sometimes,Be the first to find this review helpful
Level Designer,"Jan 7, 2016 - Level Designer in Montreal, QC",4,"Nice place, nice people, great opportunity to work on triple A games",Because of the amount of people here there is competition between people for the same jobs on big games.,Be the first to find this review helpful
QC Tester,"Jan 20, 2016 -",2,"Diversity of the games, many extra activities such as gym, dance class.",People at the charge are the ones that got hired +10 years ago. A new employee (and since they hire over 100-200/year) doesn't get the change to grow and be appreciated like the ones who are leaders.,1 person found this review helpful
"Overall fun, but very low salaries","Jan 8, 2016 - Junior Programmer in Bucharest, Bucuresti",2,- Fun workplace and people - Some very technically skilled programmers - Opportunity to work on AAA titles,"- Very few challenging tasks - Your work impact is very low - No technical trainings - You don't get to work on the important parts of the game, only leftovers. The best features are kept in Canada or France - Very low salaries and they are not open to negotiation - Management tries to manipulate employees with some lowly techniques, only sweet talk - Yearly performance evaluations are a bad joke. Very subjective, no real performance indicators - HR doesn't really listen to employees, doesn't really do anything for you after you're hired - Because of the salaries, most people leave after 1-2 years, leaving only a few seniors and a LOT of juniors",5 people found this review helpful
Work hard... And don't get rewarded.,"Jan 6, 2016 -",2,Work on AAA games. Good bonuses if the project gets any.,"Horrible offices (coffee leaking through the floors, very noisy). All the negatives that come from a huge company (no one knows you, changes are hard to make, etc.). Extremely hard to get anywhere in your career if you're not friends with those that have seniority. French management is out of touch with the gaming industry. Horrible overtime hours during crunch (not compensated).",3 people found this review helpful
Great place to work,"Dec 19, 2015 -",4,"Great place to work, ideal for first experience",Hard to see if you can continue there or begin to search new job,3 people found this review helpful
Amazing place to work at,"Dec 12, 2015 - Employee in Toronto, ON",5,- company is very stable and rarely do I see them do any mass layoffs - flexible hours - company makes an effort to keep everyone happy - good benefits - almost every employee and co workers are professional and friendly - lots of different projects to work on,"- this is a big company with a lot of processes which sometimes can take a long time to get something done - even though there are a lot of projects, sometimes you don't get any choice on what project you want to work on because of business requirements - average salary is probably not as competitive as other AAA game studios, but at least mass layoffs have been extremely rare",4 people found this review helpful
Don't join Abu Dhabi Studio,"Jan 11, 2016 - Programmer in Abu Dhabi, Abu Dhabi",1,- You get to work on well known IPs - Having worked at Ubisoft will help you progress in your career,- Most boring place I have ever worked at - Not much innovation - Not the brightest team - Lots of different nationalities - High cost of living and low salaries - Some of the direct managers are rude,22 people found this review helpful
